,ll_perc_E,ll_perc_G,investment_solar,investment_wind,investment_storage_gas,investment_storage_liquid,investment_cost,operational_cost,operational_cost_1,operational_cost_2,operational_cost_3,operational_cost_4,operational_cost_5,operational_cost_6,operational_cost_7,operational_cost_8,operational_cost_9,ll_dual_E_1,ll_dual_E_2,ll_dual_E_3,ll_dual_E_4,ll_dual_E_5,ll_dual_E_6,ll_dual_E_7,ll_dual_E_8,ll_dual_E_9,ll_dual_G_1,ll_dual_G_2,ll_dual_G_3,ll_dual_G_4,ll_dual_G_5,ll_dual_G_6,ll_dual_G_7,ll_dual_G_8,ll_dual_G_9
0,0.0,0.0,2400000.0,234000000.0,0.0,15200000.0,251600000.0,5786757.114357649,95319.04856538463,4787.735984999671,1822712.0506241487,89792.9848312116,4564.8172597471585,1768834.983299731,101301.62416051257,5128.234743225025,1894315.6348886893,-99.1567272313948,-6.974904511819052,-240.06344363246018,-51.230975736220614,-0.37213282076900284,-45.55360059788721,-51.230975736220614,-1.3499815184165906,-79.00493880194155,-3.718377271177305,-0.26155891919321445,-9.002379136217257,-1.9211615901082733,-0.013954980778837608,-1.7082600224207702,-1.9211615901082733,-0.05062430694062215,-2.962685205072808
1,0.0,0.05,0.0,228000000.0,20000.0,15200000.0,243220000.0,7072022.737379713,79038.78083908344,1206.1449553409648,2277095.98666548,79038.78083908341,1206.144955340965,2277095.98666548,79038.78083908344,1206.144955340965,2277095.98666548,-95.53604298959053,-3.1386483153169564,-9774.73831065545,-49.360288877955085,-0.2024934396978682,-1891.8848343204036,-49.360288877955085,-0.6074803190936046,-630.6282781068021,-1.9921770368236056,-0.04196277495769881,-250.34596994889685,-1.0292914690255301,-0.0027072758037225042,-48.454058699786465,-1.0292914690255301,-0.008121827411167511,-16.151352899928817
2,0.0,0.1,2400000.0,222000000.0,0.0,14400000.0,238800000.0,6089140.960733459,35038.2283075276,1235.3129586567613,1988839.9698234047,30854.11131102317,1190.7196663957457,1912637.4860637612,39982.865756042316,1287.492115740844,2078074.7747309073,-62.185796279096195,-3.4084036623632787,-350.72291566085084,-32.12932807753305,-0.21989701047505028,-61.15975880431981,-33.73761451751805,-0.8863191520390702,-26.615023709006437,-0.8701614729209977,0.0,-6.760090301846052,-0.3944117673358011,0.0,-1.1743564478892192,-0.4846023848262745,0.0,-0.5255868080253847
3,0.0,0.15000000000000002,2400000.0,219000000.0,260000.0,13600000.0,235260000.0,5867208.576233464,24831.161002116867,1479.8566541423638,1902817.501404241,21888.954259390688,1425.4257344755174,1822377.5839803896,28387.31995624273,1544.4624232539413,2062456.3108192119,-84.99660544993183,-4.579315618868529,-363.7412216464861,-43.91491281579811,-0.29543971734635677,-63.06534628731076,-45.06206458586806,-0.8863191520390702,-1183.32563533115,-0.334783478721827,0.0,-6.33827718391196,-0.14712689204618312,0.0,-1.0986573348835182,-0.21630220207198292,0.0,-23.437532362422637
4,0.0,0.2,3200000.0,216000000.0,0.0,12800000.0,232000000.0,5376485.176024402,23454.113392420135,1651.6426466214557,1759316.694444782,20887.286704508697,1576.6320290759365,1655278.881391996,26497.00430368327,1739.503451547735,1886083.4176597665,-84.99660544993183,-4.579315618868529,-370.3994353997038,-43.91491281579811,-0.29543971734635677,-63.065346287310774,-43.91491281579811,-0.8863191520390702,-33.42260104326524,-0.08121827411167512,0.0,-5.6763962302315285,-0.04196277495769881,0.0,-0.9571772157548751,-0.0475675745316808,0.0,-0.5255868080253847
5,0.0,0.25,3200000.0,213000000.0,40000.0,12800000.0,229040000.0,5381242.818412983,30571.216977013075,1931.965291865429,1748025.5068783315,28084.2893673318,1856.9546743199098,1646177.3683764748,33899.74389018713,2036.037765135382,1888659.7351923238,-88.45679064290879,-4.579315618868529,-370.3994353997035,-43.91491281579811,-0.29543971734635677,-64.24231433567928,-45.70267516550288,-1.1163984623070085,-878.3108541938257,-0.04568527918781725,0.0,-5.062689287377531,0.0,0.0,-0.8486926447313029,-0.04196277495769881,0.0,-14.46332515388966
6,0.0,0.30000000000000004,800000.0,213000000.0,0.0,12800000.0,226600000.0,5490763.073166031,42138.32339777586,2325.881117249586,1785082.6917985324,41311.15226883113,2296.7160088759447,1757225.5988974192,43070.74520434888,2361.6444773476846,1814950.3199956499,-88.45679064290879,-5.7680587219195445,-384.0215893332112,-45.70267516550288,-0.37213282076900284,-70.40152677028755,-45.70267516550288,-1.1163984623070085,-25.681405822515217,0.0,0.0,-4.829901047179199,0.0,0.0,-0.8697387256155359,0.0,0.0,-0.3266251153146791
7,0.0,0.35000000000000003,2000000.0,210000000.0,0.0,13600000.0,225600000.0,5424237.9001050815,47547.3765622248,2472.4509530512405,1753465.1108497505,45028.7658927183,2408.986758827203,1679303.6490194346,50285.724403808876,2560.0961172392117,1841165.739548027,-91.96966901141334,-5.7680587219195445,-687.061517210339,-47.517662322563545,-0.37213282076900284,-118.03540631536865,-49.360288877955085,-1.1163984623070085,-50.78032302684397,0.0,0.0,-4.277804984478401,0.0,0.0,-0.7288824008227984,0.0,0.0,-0.3190590719182923
8,0.0,0.4,0.0,210000000.0,40000.0,13600000.0,223640000.0,5802660.707735101,62189.07464686318,2985.2439226188294,1869045.9173422183,62189.07464686318,2985.2439226188294,1869045.9173422183,62189.07464686318,2985.2439226188294,1869045.9173422183,-95.53604298959053,-5.7680587219195445,-1866.4368629841172,-49.360288877955085,-0.37213282076900284,-361.2458444485384,-49.360288877955085,-1.1163984623070085,-120.41528148284615,0.0,0.0,-4.493650082346947,0.0,0.0,-0.8697387256155359,0.0,0.0,-0.2899129085385125
9,0.0,0.45,0.0,210000000.0,40000.0,13600000.0,223640000.0,5000172.173232027,62189.07464686318,2985.2439226188294,1601549.7391745276,62189.07464686318,2985.2439226188294,1601549.7391745269,62189.07464686318,2985.2439226188294,1601549.7391745269,-95.53604298959053,-5.7680587219195445,-1565.1085348802249,-49.360288877955085,-0.37213282076900284,-302.92423255746206,-49.360288877955085,-1.1163984623070085,-100.97474418582067,0.0,0.0,-2.684192667590594,0.0,0.0,-0.5195211614691468,0.0,0.0,-0.17317372048971583
